id,publication_year,countries_str
W2250251786,2013,US
W2087232538,2003,NA
W2017473312,1958,US
W2008606993,2009,US
W2120699290,2012,IT
W6981203250,2005,NA
W6960007273,2018,NA
W7094312842,2014,NA
W1543551786,2003,NA
W2765932569,2017,US
W7016067423,2011,NA
W6922427456,2018,NA
W7065454666,2006,NA
W1506553119,2011,GB
W1561585380,2010,NL
W7134636139,1940,NA
W4242301167,1996,NA
W268325185,1992,NA
W7020780038,2011,US
W2125455313,1999,US
W7067996997,2004,NA
W651588516,1996,NA
W2006134061,2008,BE
W7134591889,1989,NA
W2160467647,2018,US
W2539734444,2015,NA
W2080947572,2000,FR
W1983721404,2006,SI
W2048564356,2013,PT
W1528517732,2000,NA
W6999105280,2013,NA
W7032197841,2005,NA
W2251939518,2013,US
W2618917656,2015,NA
W7071805827,2018,NA
W2047317708,1988,US
W7014405907,2010,NA
W2995081904,2018,NA
W4242019303,1998,SE
W4417220280,2021,NA
W6996481106,2007,NA
W3128577009,2016,NA
W4377821387,2009,US
W4389052825,2023,AU;IE
W2591157735,2010,US
W2073247008,1968,NA
W2331813863,1954,NA
W7135878553,2006,NA
W7137618269,2009,NA
W7135639586,2004,NA
W7038646901,2010,NA
W7043474596,2014,NA
W2951673217,2019,NA
W7139260203,1989,NA
W7067455183,2009,NA
W7042366220,2002,NA
W4288083516,2018,CH;US
W2974145818,2008,NA
W6995779217,2003,NA
W146450714,2005,FR
W7139270142,2003,NA
W3142588439,NA,US
W7024321782,1999,NA
W7139257361,1997,NA
W634102501,2004,NA
W4393179723,2003,FR
W6888022276,NA,NA
W7075296291,2008,NA
W2763464903,1999,NA
W7010609621,NA,NA
W7138923201,2026,US
W2015430201,2014,ES;GB;GR
W6991830230,2020,NA
W7015176520,2005,NA
W7070996175,2012,NA
W7046161085,2015,NA
W7048270743,1996,NA
W2035190383,2012,AT
W2002896674,2013,NO;US
W4252824898,2014,NA
W2523604920,2016,IT
W2173468644,2014,DK;ES
W2171855813,2014,IT;RO
W2152304295,1962,DE;US
W2048084432,2013,GB;US
W1948996485,2014,DE
W2039534987,2013,NA
W2772262375,2017,MX
W2040121976,2013,DE
W2095450635,1999,FR
W1721376966,2013,FR
W1999797504,2014,AU
W2469989167,2016,FR;PK
W2514595066,2016,FR
W3020220874,2020,NA
W1570544052,2011,NA
W2120267536,2012,DE
W2324873366,2010,NA
W2805196829,2018,BE;EG
W3196647872,2021,NA
W2013095479,2013,FR
W4200162648,2021,DE;US
W2461953383,1963,CA
W1994134586,2011,US
W2003494254,2011,GB;US
W1632114991,1993,US
W2169248012,2013,DE;US
W1854024133,2015,FR
W2970392061,2019,JP;US
W4408660048,2009,NA
W2289442414,2015,IN
W2562708093,2016,FR
W3153865529,2021,US
W2473994494,2016,DE
W2470839140,2016,DE
W2461048813,2016,DE
W2461969232,2016,DE
W2466716993,2016,DE
W68178626,2014,NA
W2085651290,2009,NA
W2666003972,2017,DE
W2473317074,2016,DE
W2475031433,2016,NA
W2962752656,2016,DE;FR
W2330763494,2015,DE
W2316577050,2016,AT
W3133650632,2021,CZ
W4393816883,2021,CN;JP
W3033442791,2020,GB
W6940067370,2025,NA
W6968400446,2019,GB;IT
W2995027983,2019,US
W2889872358,2018,SE
W4226285788,2022,AT;DE;RU
W6893845480,2021,DE
W2767637721,2017,PT
W3157875203,2021,CH;US
W4210343982,2022,BG;BR;CZ;DE;DK;ES;FR;GB;HU;IS;IT;LT;LV;NL;PL;SI
W2618360734,2017,DE
W2910465902,2019,FI
W6893768806,2021,NA
W2755282343,2017,NA
W2770811590,2017,NA
W6962681671,2020,DE
W3197451302,2021,CA;US
W2754254297,2017,DE
W6968490090,2021,DE
W3158084495,2021,CZ
W2890802767,2018,DE
W2953821062,2019,AU;CH;DE;US
W2769563773,2017,US
W6921555696,2025,NA
W3211217078,2019,AT;DE;DK;RU
W4225361448,2022,DE
W2117539524,2015,US
W2110559753,2006,CA
W2126552603,2006,GB
W2137045791,2008,NL
W2282241625,2012,US
W326132479,2012,IE
W7009018659,1956,NA
W2005422315,1999,US
W1994261170,1997,CA
W2163830255,2012,NA
W2302501749,2016,BE;BR;CH;CN;DE;ES;GB;NL;SE;US
W4235169531,1985,US
W2066636486,1998,US
W2482616518,2007,NA
W3155002036,2019,NA
W1861492603,2014,US
W3010336026,2021,AT;CL;DE;ES;FR;GB;IT;NL;SE;US
W1970301364,2011,ES;IT;US
W2164777277,1977,NA
W2112796928,1998,CA;US
W2135880665,1993,US
W4256272487,2006,US
W1992680037,1983,NA
W1500693574,2012,RU;US
W2054582128,1980,NA
W2885145646,2016,NA
W1899663285,2005,ES
W2383325189,1995,NA
W2613746244,2012,NA
W2887390018,2013,NA
W2249196960,1987,NA
W1510934735,2008,GB
W1601614949,2008,NA
W2893072254,2011,NA
W2886071646,2016,NA
W2206650717,2014,NA
W2032904020,1986,NA
W1984260138,1972,NA
W1912336655,2010,FR
W1522777881,2011,NL
W1494152264,2006,GB;JP
W3146248460,2007,NA
W89002645,2001,NA
W2795737701,2006,NA
W2101443534,2003,NA
W2613653758,2000,NA
W2953059768,2011,NA
W2885569714,2012,NA
W2408356685,2000,NA
W2886103318,2016,NA
W3148529547,1998,NA
W6980478920,NA,NA
W2383152463,2004,CN
W51635543,2006,NA
W1545281081,2004,US
W576469950,2005,NA
W2886922402,2016,NA
W197639590,2002,NA
W949808481,2009,NA
W2885764140,2013,NA
W3016736477,2007,NA
W371285397,2015,NA
W367514144,1964,NA
W2435251607,1997,NA
W2264996810,2005,NA
W1761842824,2011,AU
W25595769,2014,GB
W2573033155,2014,US
W658583817,2005,NA
W2887009956,2016,NA
W1607270978,2002,NA
W2144180554,2011,NZ
W623086534,1986,NA
W2123523568,2007,NA
W286430144,2011,US
W574728154,1973,NA
W2977707301,2012,NA
W2159426623,2009,US
W10536688,2000,US
W1496464855,1987,NA
W1531315709,1966,NA
W2255925181,2004,NA
W2893240443,2010,NA
W2893520602,2010,NA
W562861490,2003,NA
W623046565,2000,NA
W1537351552,2002,NA
W606701820,2007,NA
W2251758222,2012,US
W2120820700,2004,NA
W1559172563,1993,US
W271065003,1970,NA
W2980734172,2018,NA
W603586033,1993,NA
W1993062368,1992,NA
W276530374,2008,NA
W643071980,2000,NA
W1468262495,2005,NA
W1498506311,1991,NA
W617187255,2008,NA
W2284058874,1997,NA
W1608870584,1984,NA
W2156695938,2010,US
W2339119091,2015,NA
W2181382436,2010,NA
W23762829,2004,NA
W640273511,2006,NA
W1542830598,2011,NA
W367099195,1964,NA
W2286467007,2006,NA
W2887254009,2013,NA
W2251186911,2012,SE
W1509789153,2012,DE
W2558593640,2011,NA
W2105151156,2006,US
W2405657842,2011,NA
W318090680,1982,NA
W2886147593,2013,NA
W1640287562,2010,GB
W2398854657,2006,US
W43416609,2008,IT;US
W2886614784,2012,NA
W2921686929,2006,NA
W2513609053,1991,NA
W1519489172,1988,NA
W1517263911,2001,NA
W84649810,2002,NA
W2411095991,1947,NA
W152717974,2010,CA
W3158397894,2004,NA
W597688177,2005,NA
W1930377306,2005,CN
W3167637568,2004,NA
W2885917036,2016,NA
W2950148221,2011,NL;SE
W378412686,1965,NA
W1539861085,1999,GR
W2260964895,1991,NA
W3013596877,2016,NA
W11245674,2001,NA
W2892728612,2011,NA
W2885933950,2013,NA
W655142565,2009,NA
W2954569332,2010,NA
W2885476295,2013,NA
W70524345,2007,US
W1530124122,1999,NA
W564644726,2003,NA
W2574488981,2016,DE
W1605860798,1994,US
W1496535410,2000,GB
W2892687524,2011,US
W2886030762,2012,NA
W2108612475,2002,NA
W2885505080,2016,NA
W2612713860,2016,RU
W2993824365,2013,NA
W577304239,2009,NA
W2251460488,2012,US
W250721080,1990,NA
W360123920,1968,NA
W2952362487,2009,NA
W3121417828,2005,NA
W2160145247,2003,NA
W1545396636,1996,US
W2164641162,1998,GB
W2118595535,2015,TW
W2588038987,2006,GB
W1907791675,2010,NA
W97109095,2012,NA
W1560190766,1981,NA
W164389521,2008,CH;US
W1534191908,2010,NA
W1539772865,2010,DE;NL
W2371944409,2007,NA
W649152147,1999,NA
W646455380,1996,NA
W769551439,2015,NA
W2768449341,2012,NA
W65741422,1998,NA
W2230538813,2000,NA
W3122779281,2007,NA
W285934129,1967,NA
W3153500075,2006,NA
W582199770,1999,NA
W621459162,1969,NA
W2293122125,2012,DE;NL
W3123421291,2010,NA
W833394931,1988,NA
W2886456703,2012,NA
W189514963,2000,DE
W366101585,1961,NA
W654960185,1999,NA
W2893320962,2010,NA
W78187646,1998,NA
W94980963,2004,NA
W2579698039,2016,NA
W246714797,2011,US
W235857814,2007,NA
W1677329833,2010,NA
W114046849,2012,NA
W1565410409,1992,NA
W649154780,1998,NA
W2595597845,2014,NA
W2885704067,2012,NA
W1929585199,2013,PT
W2099757732,2011,DE
W1893213668,2010,AU;PL
W2033816062,1997,NA
W593918636,2015,NA
W105489431,2006,NA
W7062976017,1896,NA
W2098571233,2007,US
W1583443013,1999,NA
W2885604034,2012,NA
W2916431376,2016,NA
W615921396,2005,NA
W2809828462,2014,NA
W3137908676,2020,NA
W182347432,2007,NA
W600516192,1975,NA
W2587774128,2010,NA
W1616984885,1994,NA
W2277795758,2008,NA
W1482727051,1991,NA
W1549155190,1993,NA
W1647671624,1965,NA
W2886342536,2013,NA
W2885859380,2013,NA
W2141599568,2013,CZ;US
W2111536437,2008,AU;ES
W1533626832,1980,NA
W2100549774,2005,US
W8665436,2013,NA
W571716946,1932,NA
W2950268498,1996,US
W2613337034,2015,NA
W606676458,1997,NA
W978169828,2009,NA
W3147120178,2005,NA
W163388907,1992,NA
W3171891390,2009,NA
W2832198302,2010,BR
W2885925078,2013,NA
W2473192031,1983,NA
W2467435212,2000,NA
W1981202432,1998,US
W307909899,1992,NA
W1544505227,2010,DE;ES
W81264927,2013,NA
W566590153,1957,NA
W2599247984,1998,NA
W199541590,2001,NA
W2342235915,1986,NA
W3104752447,1974,NA
W1600280244,1950,NA
W1566638872,2012,NA
W1564857700,2008,US
W3015366174,2006,NA
W31196775,2011,US
W1956885672,2010,DE
W182492478,2008,NA
W2116411927,1990,US
W3110765098,1975,NA
W89704697,1995,NA
W162994997,1992,NA
W2885436780,2013,NA
W3040576955,1999,NA
W1598436092,2009,NA
W118828078,2000,NA
W200561625,2008,GB
W1545780902,1983,NA
W2893354938,2011,NA
W2887774344,2013,NA
W1780472831,2002,DE
W1571315002,2007,CA
W2151295812,2008,US
W98055435,2004,NA
W2885745338,2013,NA
W82945179,1990,NA
W290715465,1993,NA
W1500349723,2006,NA
W2561714694,2016,NA
W22792603,2007,NA
W1923658367,2011,DE
W601113590,2005,NA
W2885929944,2013,NA
W2403817026,2013,NA
W2173420170,1997,US
W1830951065,2008,AU
W2893401231,2010,NA
W1493108551,1994,US
W1532558977,1977,NA
W2767839253,2011,NA
W2886417752,2013,NA
W2892558802,2010,NA
W2893174480,2011,NA
W2247094401,2007,NA
W2887930215,2016,NA
W2144939131,2005,NA
W2053542249,1992,NA
W183396343,1998,NA
W2950494993,2013,CA
W1498806819,1977,US
W7568813,2012,NL
W2186174470,2010,NA
W2040002823,2001,NA
W2892527242,2011,NA
W2885887090,2016,NA
W2222661372,1992,NA
W1560189773,2011,NA
W396115858,2004,NA
W601361479,1985,NA
W129635239,1984,NA
W2138738738,2013,GB;US
W1480149598,2013,NA
W92858395,2008,US
W2344793762,2015,NA
W102951417,1998,NA
W374914522,2000,NA
W11253727,2005,NA
W432616134,1989,NA
W338462840,2004,NA
W3214833809,1990,NA
W2597349080,2004,AU
W2292232407,2005,NA
W41198089,2003,NA
W2164022341,2014,SE
W2887074340,2016,NA
W2903565856,2011,CA
W1585017066,1995,US
W2119777643,2010,DE
W2105673178,2010,US
W24137832,1975,NA
W619816177,1975,NA
W2206849251,2005,NA
W3137012968,1989,NA
W1574048057,2008,NA
W1498452254,2001,NA
W2728502293,2009,NA
W365088014,2004,NA
W2261895925,2012,NA
W1525187948,2001,NA
W3213907423,2010,US
W2526371425,2009,NA
W2189473138,2009,NA
W1509632066,1968,NA
W116097061,2004,SE;US
W1834435979,2015,US
W434198056,1998,NA
W1550172131,1926,NA
W648826063,2000,NA
W563315551,1994,NA
W2594236551,1998,NA
W2885800336,2013,NA
W2887832556,2016,NA
W2892405363,2011,NA
W2173690724,1993,NA
W2613233042,2012,NA
W1555354714,2007,GB
W1532574449,1993,NA
W2886981258,2013,NA
W1510806122,1939,NA
W1807057519,2003,GR;US
W583849466,2003,NA
W3217255791,2008,NA
W2268733724,2006,NA
W620717000,2009,NA
W2114561628,2012,US
W3107946979,1997,NA
W2101197767,2013,DE
W98354449,2006,NA
W6063220,2004,NA
W2918210060,2008,NA
W3089850975,2004,NA
W2949695381,2010,IT
W632305058,1978,NA
W2127071136,1994,AT;GB
W972977109,1995,NA
W2893715174,2010,NA
W642160029,1970,NA
W3003166071,2007,NA
W2214501117,2000,NA
W1550661103,2005,NA
W1593045043,1990,GB
W2279696016,1988,NA
W3161377175,2006,NA
W1603350713,2009,BE;CA
W276614544,2013,US
W1516789863,2010,DE;NL
W2172280999,1972,NA
W3184101687,2021,IT
W2148638861,2005,US
W1536477001,2005,NA
W2885364109,2012,NA
W1603386045,1974,NA
W1843650355,2008,GB
W3004104730,1996,NA
W2599132864,2011,NA
W2250875199,2012,GB;IS;US
W2098647075,2010,NL
W151579683,2011,CA
W1503203355,2003,US
W2885026219,2016,NA
W1553112538,2003,NA
W247261228,2010,NA
W51158779,2002,NA
W59466250,2008,US
W1541101632,1977,NA
W571248484,1971,NA
W168068709,2003,NA
W392896508,1996,NA
W2620771332,2011,NA
W2937136512,1952,NA
W242679258,1979,NA
W170186150,2009,NA
W2623685293,2017,NA
W2595570718,1889,NA
W184912254,2007,NA
W96509486,2009,NA
W1552604813,1997,CA;FR
W1929665628,1976,NA
W2962795603,2016,TW
W1568085434,2002,NA
W568222944,2001,NA
W1500849005,1988,NA
W168434859,1991,TW
W1560757032,2010,IT;US
W2153958417,1999,NA
W410503100,2013,NA
W1541761488,1965,NA
W2251792744,2014,DE
W2253330325,2005,NA
W2893436674,2010,GB
W183436898,1999,NA
W1606013962,2000,NA
W4210750349,1975,NA
W2924991041,1987,NA
W7098334505,2016,NA
W4253022320,1967,BG;US
W4252959865,2020,CA
W4244894426,2012,NA
W4244987326,1859,NA
W4229539396,1977,CA
W4206609873,1900,NA
W2801516600,2018,AT;DE
W4253337328,1990,NA
W4237274100,1997,NA
W2315944568,1999,NA
W121121973,1979,NA
W4413431304,2025,NL
W6983841977,1989,NA
W7021454139,1974,NA
W2381620735,2015,NA
W3120939083,2001,NA
W4241680724,2002,NA
W1970859146,1963,US
W2787088044,1983,FI
W6926064664,1989,NA
W2739313193,2008,NA
W2401282331,1990,US
W7074730380,2012,NA
W4233253069,2018,NA
W6947441469,NA,NA
W4298410489,2001,NA
W2147965298,2000,US
W1999937992,2012,US
W2795779899,2018,BE;DE;PL
W1981080848,2008,GB
W7030387921,2022,NA
W3165826534,2014,NA
W1547894463,2013,NA
W2496342584,2011,NA
W2127587224,2008,NL;US
W2069901186,2003,KW
W1520304437,2015,NA
W2891408580,2018,IT
W4250431678,2014,NA
W589722103,2008,NA
W2292033530,2015,BD
W2098513900,2009,GB;US
W4245041517,1980,NA
W4236616883,1920,NA
W1598851216,1968,NA
W2134814621,1999,US
W1758651971,2012,FR
W640913867,2000,NA
W2884322152,2019,GB;IT
W1579129360,2003,NA
W2795984149,2018,GB
W2159553441,2014,FI;GB;SE
W2003449425,2003,GB;MX
W2052495819,2001,US
W2090740585,2000,US
W6922386583,2015,NA
W1975830550,1994,US
W6889769864,2022,NA
W2313807763,1982,NA
W2112822796,2000,NA
W6948929144,2024,NA
W4220937527,2022,DE
W2526781987,2016,GB
W2184754740,2025,NA
W2134627713,1999,CH;US
W2004518245,1987,US
W2885159198,2019,GB;US
W1528251861,2019,NA
W1995913628,2005,NL
W2321052252,1998,GB
W2054151502,2007,US
W4243470318,2003,NA
W2524842539,2016,DE
W6963904772,2014,NA
W1786106239,2003,NO
W1635068472,1992,NA
W2076239609,2012,GB
W7017141593,1999,NA
W563221824,2004,NA
W6996756610,2006,NA
W7096984047,2016,NA
W2917213641,2014,NA
W7005570967,2011,NA
W164793848,2009,GB
W2041985188,1996,GB
W2799813130,1989,US
W2019440304,1984,US
W2324790452,2011,NA
W6931484984,2016,NA
W2057474630,2011,US
W7100530377,2012,NA
W7100755415,2015,NA
W2071902141,1985,US
W2001932471,2010,US
W4415127957,2024,NA
W2128354940,2011,GB
W4232424804,1979,NA
W1939276857,2015,US
W2799785251,2003,US
W1512818476,2008,NA
W4230659335,2015,NA
W6887792168,2014,CA
W4230115009,1997,NA
W2401306152,2009,US
W4242319719,1965,NA
W4405368393,2024,NA
W1991572852,2012,GB
W4231120181,2015,NA
W7095973812,2015,NA
W6969196718,2009,NA
W4245877441,1987,NA
W4205590498,2012,DE
W1484836944,2009,NL
W2076365206,2011,US
W4300975645,1992,NA
W2077718724,2002,NA
W4240454569,2008,DE
W2801070274,1976,NA
W4254276863,1996,NA
W2594707105,2016,NA
W2790977509,2017,NA
W2021856532,2000,NA
W2083474304,2013,NA
W6923562618,2018,NA
W2140985214,2002,GB
W1981509251,1986,NA
W3098032749,2020,NA
W4255953681,1852,NA
W2062153880,2010,US
W2942538095,2000,NA
W4245036172,2010,NA
W4229727521,2002,CA;CN
W2010631146,2006,FR;GB
W4232986404,2012,NA
W1997518940,2007,NA
W2110764733,2007,CA;US
W2038446658,1976,US
W2695210508,2016,NA
W2184425661,2015,US
W2887052060,2012,NA
W2056140546,2006,NA
W2038201841,1994,IL;SE;US
W1506811066,2010,NA
W2583401130,2017,NA
W2135733112,2002,NZ
W2093252374,2006,CA;GB
W4237892403,2000,NA
W2046328982,2009,US
W2754643028,2016,CA;US
W2017198325,2005,US
W2023044639,1998,CA
W1513836640,1988,NA
W6990097241,1989,NA
W2166947488,2011,DK
W317412983,1985,NA
W1607289359,2006,JP
W2952111767,2012,CA
W2487194617,2008,NA
W2323076272,2006,NA
W2325108967,1957,NA
W4238443967,2011,DE;GB
W6908342201,2019,NA
W4237472571,2018,NA
W2787743659,2017,DE
W2786298913,2017,ES
W2157996628,2002,NA
W4235878726,2021,GB
W2329643323,1985,NA
W2808854741,1875,NA
W3198833120,2017,ID
W2119804197,2012,US
W4299910166,1992,NA
W2331475904,1934,NA
W2498879210,2012,NA
W2066212671,2012,US
W4300092403,2015,NA
W2067745947,1979,US
W2925325374,2011,FR
W1544054969,2002,GB
W6912664918,2022,DE
W2571239659,2016,NA
W2797376168,2015,NA
W4230857708,2006,US
W4252532478,2002,NA
W2079741607,1994,US
W2800493218,1955,NA
W4229553140,2015,NA
W2343241637,2016,NL
W4251332545,1992,NA
W2799148064,2011,US
W2918810658,2019,DE
W2795636765,1998,NA
W4386985628,2023,NA
W7055846693,1993,NA
W4255004754,2017,GB
W2065769502,2000,US
W2117180230,2007,NL
W2219205294,2013,NA
W2094360630,1950,NA
W6987756846,1996,NA
W2954338133,2018,NA
W6996305111,2011,NA
W2494041114,2011,NA
W1492556827,2012,GB
W2103377156,2007,NL
W1522263329,1999,US
W1772726763,1991,AU
W4231135508,2014,US
W7027585268,2006,NA
W2487779721,1986,FR;GB;NL
W7100871172,2015,NA
W4230043625,1997,US
W7039801904,2003,NA
W2312407933,1995,NA
W1997589678,1972,NA
W2943033516,2019,DE
W304967268,2007,US
W2047713992,1998,US
W6927185706,2015,NA
W4414328614,2025,NA
W2618370955,2007,NA
W4301442932,2003,DE;US
W173640133,2012,AT;IE;IT
W7070766153,1990,NA
W2009807065,1960,US
W6893777519,2021,FR
W2087391635,1990,US
W2162407175,2010,GB
W1999591000,2007,GB
W4255168391,2016,DE
W2107315187,2011,NL
W4232973207,2004,NA
W4417365999,2018,NA
W2084569127,1988,US
W4210508250,2018,GB
W2168094638,2013,CA
W2058050023,2001,NA
W2129884094,2007,IL
W2097508847,2007,DK
W7027455185,2011,NA
W4300807487,1990,NA
W4313149887,1989,NA
W2086873754,2007,US
W7053201372,2001,NA
W7080975126,1900,NA
W7003950762,2021,NA
W2909677418,2019,NL
W1533200881,2018,NA
W2319630410,2011,NA
W7095511864,2012,NA
W3179482914,1986,NA
W7099101761,2010,NA
W2015191210,2009,DE;US
W2045194962,1979,DE
W3092503081,2020,CA
W2013093146,2011,FR;IT
W1964327035,1976,NA
W3099809208,2015,NA
W1972174622,2003,NA
W1857527683,2002,US
W2801809708,2018,NA
W2591979408,2013,NA
W625579289,1999,NA
W2006604430,2014,FR;GB
W2151659907,2015,US
W4303092061,2010,NA
W2225448313,2012,GB
W2745201332,1999,NA
W1487094871,1992,NA
W2277931188,2016,ES;MX
W188583744,2002,NA
W2040719362,1999,NA
W2625998290,2010,US
W2099951447,1886,NA
W2103850054,1993,NA
W4243001764,2009,NA
W1588213250,2010,DE
W4240633527,2013,AT;CH;DE
W4252289828,2015,DE
W2046139000,1963,NA
W6917856261,2013,NA
W313744730,2003,NA
W2808023841,2018,IE
W2073959870,2002,US
W3207314754,1999,NA
W1557628484,2011,NA
W6945050497,2002,NA
W4246820978,1994,NA
W2521593815,2011,US
W2800141205,1986,NA
W1979327299,2000,NA
W2130261113,2005,DE
W6931008252,2019,FR
W2260421091,2010,US
W124797015,1939,NA
W2499616545,1986,FR;GB;NL
W1565206031,1999,US
W2161896195,1994,CA;US
W2504186502,2012,NA
W418231951,2006,NA
W7099226168,2016,NA
W2141227537,2008,NA
W2293878548,2008,GB
W2891249152,2005,US
W2527734161,2016,IT
W1707236347,2011,CA
W2912335273,2019,IL
W2747721582,2017,IT
W2111442813,2013,DE
W2065840553,2009,DE
W1537280846,1990,NA
W2059829637,2013,CH
W4240069190,2016,NA
W3032028102,2020,DE;ES
W2119988049,2006,NL
W2139593428,1997,US
W4206253199,2001,NA
W616788630,2003,NA
W2618002138,2012,NA
W2128486736,1995,NA
W1630729109,2015,NA
W1817589426,1988,US
W2114281481,1999,FR;US
W4239365428,1995,CA;GB;US
W7082553141,1955,NA
W630337705,2008,NA
W2040467972,2012,CA
W2093979584,1980,NA
W2055124994,1987,US
W611400440,2008,NA
W2101995674,2007,CH
W2009312480,1996,NA
W2965570799,2019,FR;US
W3213943262,2006,NA
W2104989408,2004,DK
W6943799579,2011,CA
W7097174334,2015,NA
W2139946344,2015,DE
W909639066,2011,SE
W2581498794,2003,FR
W277582664,2009,NA
W658511108,1990,NA
W6931253515,2017,DE;US
W2158295342,2006,SE
W2128255315,2009,CA
W804398172,2015,US
W2151315066,2008,IT
W7095291756,2014,NA
W2032000448,2003,NA
W3095889957,2020,US
W6907777513,2020,DE
W1979900189,2008,IN
W1895010060,2006,NA
W1500105507,2002,ES
W2039262691,2007,GB
W116785612,2003,NA
W1984079823,1990,GB
W2000383487,1981,NA
W7011183928,1986,NA
W1982517434,2014,BA
W2245509969,2002,NA
W3017486294,2016,NA
W3156253011,2001,NA
W3152441428,2002,US
W2014949296,2007,IT
W2740551540,2004,NA
W6955407739,2016,NA
W1526604664,2013,NA
W2061687846,1993,US
W1907758552,2008,NA
W2120113516,2012,KR;US
W2989748914,2018,NA
W4220659135,2022,DE
W1974654105,2014,BR
W263545290,2001,NA
W1499958408,2009,AU;CH
W695700,2007,FR;GR
W2140798747,1997,GB
W3212826957,2020,DE
W35086054,2011,US
W2048144088,2000,US
W2033154143,2007,IT
W2168228503,1991,NA
W2165492362,2009,GB
W3212884198,1986,NL
W2028742638,2015,NL
W2083688575,2008,GR;TW
W2611705784,2011,NA
W3014896652,2017,SI
W4243286794,2000,NA
W2251049886,2014,BE
W2339875341,2016,CH
W2948882406,2019,AU;US
W2151565702,2010,NA
W7039039805,1922,NA
W4250998805,2005,NA
W1998151601,2008,IE;US
W3013190063,2008,NA
W1981781259,2004,US
W2074952134,1992,GB
W262970172,2002,NA
W65241213,2006,NL
W603682174,2009,NA
W2009204330,1999,US
W37716798,2004,NA
W1536857969,2007,NA
W4236720416,2019,NA
W2106787459,2013,US
W1747212165,1996,US
W2883343889,2018,NL
W1976529074,1997,GB;US
W2147742901,2011,CZ;SA
W122282742,2012,DE;ES;IE
W44107431,1999,CA
W2039166019,1986,US
W2167091434,2009,CL
W3023112361,2020,AU;FR
W2054509941,2012,GB;IT
W2121538571,2012,DE
W1968228596,2014,JP
W12215899,2013,CN
W4244011630,2001,NA
W2941915841,2019,US
W4226065911,2022,DE
W1522938520,2015,NA
W2340187444,2015,NA
W2494342339,2004,NA
W2133717764,1989,CA
W2066582434,2010,FR
W6892457839,2006,FR
W4248458088,2005,NA
W6925480966,1995,NA
W2914718033,2019,RU
W2962935508,2012,NL
W3081541477,2020,GR
W2796276444,2009,NA
W4293290348,1893,NA
W2009375902,1872,NA
W4241926506,2002,NA
W3135957087,1961,NA
W4252414935,2017,NA
W2072267104,1974,NA
W2321137278,2006,NA
W1967686629,2007,US
W7065881556,NA,NA
W2033768017,2006,US
W2014007504,2005,US
W2118137100,2012,US
W1979813476,2006,US
W1793935957,2016,GB
W2186423839,2007,TR
W2967768991,2019,AT;DE;IT
W4254966910,1996,NA
W2802002712,1944,NA
W4291136018,2022,NA
W650294878,1987,NA
W2782788751,2016,NA
W7095849678,2013,NA
W4235757940,2000,NA
W4302070002,1991,NA
W2764273953,2013,US
W2625467398,2017,GB;US
W2064969353,1969,NA
W2031866415,1994,US
W4210996323,2021,DE
W4312471384,2021,US
W2107576644,2010,NA
W2017671454,2008,CA
W1986046953,2004,GB;JP;TH
W2079580489,1957,NA
W2951300178,2014,NA
W2322582211,2000,NL
W4233459214,2011,NA
W1534188343,1983,NA
W2766295639,2017,NA
W2333479289,2009,NA
W2143572175,2008,US
W4410120139,2025,NA
W2586524013,2011,NA
W2040568123,2013,HU;US
W1985314291,1987,NA
W1155547861,2000,NA
W4245190690,2020,NA
W7062719371,2008,NA
W1996342824,1988,NA
W4236488977,2016,US
W2803361678,1989,AU
W279271875,1992,US
W1579093146,1999,NA
W2006616005,2007,ES
W1966451223,2010,NA
W2011003805,2002,GB;US
W2152304674,2007,NA
W7062559159,2013,NA
W2886186188,2018,DE
W7036415588,2008,NA
W2999471082,2019,NA
W407991494,2007,NL
W2168653510,2013,JP
W2072422415,2008,US
W2085529605,1995,US
W2037309073,2001,NA
W2326609635,1994,NA
W2422109782,2016,NA
W1796592579,2006,DE
W2099881366,2007,US
W84434913,2008,NA
W4240692692,1996,NA
W1531772821,2008,NA
W6936572455,2016,NA
W4380741429,2010,NA
W2002156209,1995,US
W2006908817,2002,NA
W2014709533,2007,US
W2333519607,1979,NA
W623459787,2002,NA
W1992750615,2000,NA
W1558278265,2003,NA
W2149354298,2015,FR
W1906503946,2001,US
W2099559000,2001,DE
W6991607693,NA,NA
W2461519789,2001,NA
W598184422,2017,NA
W2314335925,1989,NA
W1545065103,1999,NA
W2155351433,2003,CN
W6906255581,2014,NL
W2496821943,2013,NA
W2117131214,2011,NA
W2073043334,1964,NA
W1764303237,2013,NA
W1939167060,2008,DE;GB
W2108333603,2009,US
W1578510241,2003,FI
W2792738441,2016,NA
W1982334679,2011,DE
W2878934329,2018,NL
W6991645730,2004,NA
W1646716985,2004,FR
W1605255363,2004,NA
W1557915119,1993,NA
W2801030384,2017,DE
W4300655138,2009,DE
W2620467298,2013,NA
W2064942698,2008,NO;US
W162736920,2013,DE;GR;NL
W1984682580,2010,NL
W2121855447,2004,DE
W1586053859,2005,NA
W2033595959,2002,US
W2504131390,2012,NA
W1581036748,1992,NA
W2097156270,2007,CA
W2076473563,2010,NL
W4238646708,2013,IT
W2167982713,1998,US
W6964563408,2023,NA
W4241668152,2009,GB
W2528611437,2016,DE
W2096101609,2007,CH
W2147988994,2003,US
W2157983063,1941,IN
W2100513762,1982,NA
W2146559907,2015,GB
