citing_country,n_citations,n_citing_works,endogenous_any_n,endogenous_maj_n,scr_any,scr_majority,n_countries_cited,shannon_entropy,hhi,expected_scr,excess_endogeneity_any,excess_endogeneity_maj,endogeneity_ratio_any,endogeneity_ratio_maj,meets_threshold,z_score_any,p_value_any
LB,65,3,12,1,0.18461538461538463,0.015384615384615385,37,3.117780373286212,0.06692773228907084,5.072091743005771e-4,0.18410817544108404,0.014877406210314808,363.9827392120075,30.33189493433396,FALSE,NA,NA
GH,60,2,30,0,0.5,0,28,2.923204023421616,0.08204518430439954,9.030797493644421e-4,0.49909692025063557,-9.030797493644421e-4,553.6609589041096,0,FALSE,NA,NA
EC,59,6,18,4,0.3050847457627119,0.06779661016949153,28,2.871982285210094,0.08445903295038504,4.886527410944584e-4,0.30459609302161744,0.06730795742839707,624.3385539583782,138.7419008796396,FALSE,NA,NA
LV,59,12,5,0,0.0847457627118644,0,24,2.7015841055191943,0.10454274945447331,4.7009630788833975e-4,0.08427566640397606,-4.7009630788833975e-4,180.27319357716325,0,FALSE,NA,NA
RW,59,1,37,0,0.6271186440677966,0,19,2.0033144508360303,0.2700444444444445,1.8556433206118676e-5,0.6271000876345905,-1.8556433206118676e-5,33795.21468926554,0,FALSE,NA,NA
CO,57,8,4,1,0.07017543859649122,0.017543859649122806,27,2.910705361171756,0.07637373536996626,0.0012865793689575615,0.06888885922753367,0.016257280280165244,54.54419703103913,13.636049257759783,FALSE,NA,NA
PH,57,8,13,1,0.22807017543859648,0.017543859649122806,24,2.6087696934687505,0.13429075333837237,6.680315954202723e-4,0.2274021438431762,0.016875828053702534,341.4062703053931,26.26202079272255,FALSE,NA,NA
PE,55,2,12,1,0.21818181818181817,0.01818181818181818,20,2.542635610066706,0.1094809688581315,6.30918729008035e-4,0.21755089945281014,0.017550899452810145,345.8160427807486,28.818003565062384,FALSE,NA,NA
IQ,46,4,2,0,0.043478260869565216,0,26,2.7972250233862805,0.09892879647132956,4.6391083015296687e-4,0.04301435003941225,-4.6391083015296687e-4,93.72115942028985,0,FALSE,NA,NA
PS,42,1,1,0,0.023809523809523808,0,23,2.843282401487278,0.07470414201183433,1.2989503244283072e-4,0.023679628777080977,-1.2989503244283072e-4,183.29818594104307,0,FALSE,NA,NA
BA,39,3,9,3,0.23076923076923078,0.07692307692307693,22,2.8161017009511893,0.07766272189349113,2.474191094149157e-4,0.23052181165981586,0.07667565781366201,932.7057692307692,310.9019230769231,FALSE,NA,NA
ML,34,5,13,1,0.38235294117647056,0.029411764705882353,21,2.6657235883798136,0.09533607681755829,7.42257328244747e-5,0.3822787154436461,0.029337538973057877,5151.218137254901,396.24754901960785,FALSE,NA,NA
PR,29,4,21,0,0.7241379310344828,0,9,1.5669638339867489,0.28719723183391005,3.0927388676864456e-4,0.7238286571477142,-3.0927388676864456e-4,2341.413103448276,0,FALSE,NA,NA
KW,28,2,0,0,0,0,14,2.0463991979413487,0.23204994797086367,3.649431863870006e-4,-3.649431863870006e-4,-3.649431863870006e-4,0,0,FALSE,NA,NA
XK,27,2,11,1,0.4074074074074074,0.037037037037037035,21,2.569079001081824,0.12358276643990929,6.185477735372892e-5,0.4073455526300537,0.036975182259683305,6586.514814814814,598.774074074074,FALSE,NA,NA
BN,24,2,4,0,0.16666666666666666,0,16,2.5561997187635206,0.092797783933518,1.9793528753193253e-4,0.16646873137913473,-1.9793528753193253e-4,842.0260416666666,0,FALSE,NA,NA
KE,24,4,8,1,0.3333333333333333,0.041666666666666664,19,2.4974614483516095,0.14233241505968777,5.999913403311705e-4,0.33273334199300214,0.0410666753263355,555.5635738831614,69.44544673539518,FALSE,NA,NA
LK,23,3,10,1,0.43478260869565216,0.043478260869565216,17,2.568147789150957,0.09556786703601107,4.6391083015296687e-4,0.4343186978654992,0.04301435003941225,937.2115942028985,93.72115942028985,FALSE,NA,NA
ME,22,2,3,1,0.13636363636363635,0.045454545454545456,16,2.4487781024582005,0.12125000000000002,4.329834414761024e-5,0.13632033801948876,0.045411247110397845,3149.396103896104,1049.7987012987012,FALSE,NA,NA
SM,22,1,8,0,0.36363636363636365,0,13,2.2737963056294093,0.1377551020408163,2.4741910941491566e-5,0.36361162172542216,-2.4741910941491566e-5,14697.181818181818,0,FALSE,NA,NA
BI,18,2,4,0,0.2222222222222222,0,8,1.8343719702816237,0.19,1.7319337659044097e-4,0.22204902884563177,-1.7319337659044097e-4,1283.0873015873015,0,FALSE,NA,NA
