author_id,n_citations_total,n_works,n_countries_cited,shannon_entropy,hhi,top_country,top_country_share,self_cite_rate,author_name,author_countries,max_entropy,entropy_norm
https://openalex.org/A5018399500,56,3,21,2.6424887248667464,0.10905612244897958,US,0.26785714285714285,0.08888888888888889,Rachid Benslimane,MA,3.044522437723423,0.8679485137388897
https://openalex.org/A5065912928,138,12,24,2.6395439136508534,0.09871875656374711,AT,0.17391304347826086,0.40217391304347827,Eveline Wandl-Vogt,AT,3.1780538303479458,0.830553557162959
https://openalex.org/A5034071724,39,3,17,2.634217698056855,0.0861275476660092,US,0.1794871794871795,0.2,Ben Nagy,AU,2.833213344056216,0.9297632681221013
https://openalex.org/A5073776277,139,4,25,2.6310296542381364,0.10677501164535998,US,0.2158273381294964,0.26666666666666666,Karina Rodríguez Echavarria,GB,3.2188758248682006,0.8173753190202253
https://openalex.org/A5086267657,115,4,23,2.6307340457224706,0.10275992438563326,US,0.19130434782608696,0.04819277108433735,Tuomo Hiippala,FI,3.1354942159291497,0.8390173492770734
https://openalex.org/A5016981270,79,3,19,2.6272916769727908,0.09373497836885115,US,0.189873417721519,0.25,Gualtiero Volpe,IT,2.9444389791664403,0.892289395556286
https://openalex.org/A5101696469,88,3,23,2.6258421411233344,0.10666322314049587,GB,0.22727272727272727,0.01282051282051282,Changsoo Lee,KR,3.1354942159291497,0.8374571790894569
https://openalex.org/A5083489156,68,6,20,2.621779760364247,0.09342560553633218,ES,0.14705882352941177,0.3191489361702128,Helena Bermúdez Sabel,CH,2.995732273553991,0.8751715844266335
https://openalex.org/A5055956397,67,3,24,2.6194300048477754,0.1298730229449766,DE,0.31343283582089554,0.6774193548387096,Stefan E. Funk,DK,3.1780538303479458,0.8242245552401452
https://openalex.org/A5016219620,85,3,22,2.6161267572684634,0.10256055363321799,US,0.2235294117647059,0.24528301886792453,Tobias Schreck,AT,3.091042453358316,0.8463574333720741
https://openalex.org/A5089520663,240,8,30,2.6152246834704687,0.11145833333333333,GR,0.175,0.29381443298969073,Angeliki Antoniou,GR,3.4011973816621555,0.7689129415336713
https://openalex.org/A5100733931,55,5,22,2.614693459112319,0.10942148760330578,GB,0.21818181818181817,0.20930232558139536,Defeng Li,MO,3.091042453358316,0.8458937392695919
https://openalex.org/A5012871437,83,5,23,2.614018477433982,0.10785309914356221,US,0.20481927710843373,0.3508771929824561,Salvador Ros,ES,3.1354942159291497,0.8336862699838732
https://openalex.org/A5007907503,178,5,29,2.608604666936726,0.12302739553086732,GB,0.25280898876404495,0.5238095238095238,Patricia Murrieta‐Flores,GB,3.367295829986474,0.7746882954881943
https://openalex.org/A5042004416,34,4,17,2.6065253590979895,0.09169550173010381,GB,0.17647058823529413,0.3333333333333333,Marcel Schaeben,DE,2.833213344056216,0.919989087502431
https://openalex.org/A5078767816,66,3,21,2.6056452687336824,0.10101010101010102,US,0.21212121212121213,0.1276595744680851,Jean-Baptiste Camps,FR,3.044522437723423,0.8558469586061201
https://openalex.org/A5075022301,50,4,18,2.605015325143894,0.0912,US,0.16,0.391304347826087,Toma Tasovac,RS,2.8903717578961645,0.9012734496963204
https://openalex.org/A5034892295,147,10,28,2.6038362578672034,0.1215697163219029,US,0.24489795918367346,0.17796610169491525,Patricia Martín-Rodilla,ES,3.332204510175204,0.7814155013343693
https://openalex.org/A5030130884,200,5,25,2.6027299780529556,0.11205,DE,0.215,0.3902439024390244,Matteo Valleriani,DE,3.2188758248682006,0.8085835302949366
https://openalex.org/A5064723143,240,5,33,2.602302841603093,0.13065972222222222,US,0.2708333333333333,0.33146067415730335,Fabio Marton,IT,3.4965075614664802,0.7442577474397492
https://openalex.org/A5084142489,177,7,31,2.6000237485320596,0.11743113409301287,IT,0.21468926553672316,0.43548387096774194,Fabrizio Ivan Apollonio,IT,3.4339872044851463,0.7571442739029886
https://openalex.org/A5035039786,54,4,20,2.5995489351495453,0.10631001371742112,US,0.24074074074074073,0,Georg Vogeler,DE,2.995732273553991,0.8677507526617414
https://openalex.org/A5049190332,90,6,23,2.5985183099636053,0.1091358024691358,ES,0.2111111111111111,0.38333333333333336,Elena González‐Blanco,ES,3.1354942159291497,0.8287428172447064
https://openalex.org/A5036045020,30,3,18,2.5981889722353992,0.1088888888888889,US,0.26666666666666666,0.5238095238095238,Jeffrey Tharsen,US,2.8903717578961645,0.8989116936731216
https://openalex.org/A5003735149,81,3,21,2.5976675681236663,0.10440481633897271,US,0.2345679012345679,0.125,Shaodan Sun,CN,3.044522437723423,0.8532266131256048
https://openalex.org/A5015779693,86,3,25,2.5900520443723645,0.1292590589507842,US,0.2441860465116279,0.2714285714285714,Ivan Rudov,RU,3.2188758248682006,0.804644908748046
https://openalex.org/A5067301751,173,8,34,2.590035002322746,0.13221290387249826,US,0.2832369942196532,0.21705426356589147,Sara Tonelli,IT,3.5263605246161616,0.734478220318856
https://openalex.org/A5054581185,289,6,33,2.5887283428742633,0.12005363920451144,US,0.22837370242214533,0.38349514563106796,Rossana Damiano,IT,3.4965075614664802,0.7403754453167884
https://openalex.org/A5047107122,157,9,24,2.5866130186380265,0.12191163941742059,US,0.2802547770700637,0.2231404958677686,Jan Rybicki,PL,3.1780538303479458,0.8138984286351229
