author_id,n_citations_total,n_works,n_countries_cited,shannon_entropy,hhi,top_country,top_country_share,self_cite_rate,author_name,author_countries
https://openalex.org/A5027223586,141,3,25,2.3778314983270707,0.14219606659624767,GB,0.2198581560283688,0.36936936936936937,Maria Vayanou,GR
https://openalex.org/A5100404067,139,3,26,2.374645063193872,0.16898711246829873,US,0.35251798561151076,0.17142857142857143,Qingquan Li,CN
https://openalex.org/A5070093927,157,3,28,2.3742380497003084,0.16491541238995497,US,0.29936305732484075,0.358974358974359,Qin Zou,CN
https://openalex.org/A5015103527,67,3,20,2.3721407002218076,0.16016930274003116,US,0.34328358208955223,0.034482758620689655,Giacomo Alliata,CH
https://openalex.org/A5055015531,79,3,19,2.371351301571701,0.14148373658067614,GR,0.27848101265822783,0.39285714285714285,Yannis Tzitzikas,GR
https://openalex.org/A5057560641,70,3,21,2.3691077766777147,0.1514285714285714,US,0.2857142857142857,0.65,Shih-Pei Chen,DE
https://openalex.org/A5089146605,82,3,22,2.3686538788926237,0.16151100535395602,US,0.34146341463414637,0.23728813559322035,Christof Schöch,DE
https://openalex.org/A5027377131,88,5,18,2.36812853105431,0.14617768595041322,US,0.3181818181818182,0.36065573770491804,Greta Franzini,DE
https://openalex.org/A5042269065,115,5,27,2.3620344353019997,0.19349716446124765,US,0.391304347826087,0.26262626262626265,Simon Mahony,GB
https://openalex.org/A5000083284,83,4,17,2.358895864426133,0.1241109014370736,US,0.21686746987951808,0.23529411764705882,Thierry Poibeau,FR
https://openalex.org/A5069887938,90,3,22,2.3561398727455636,0.16666666666666669,GB,0.32222222222222224,0.42857142857142855,David Kirk,GB
https://openalex.org/A5071610277,180,4,23,2.356092968088395,0.15419753086419755,US,0.3,0.2517482517482518,Jonathan Schler,IL
https://openalex.org/A5000811543,85,5,18,2.350039423671921,0.14740484429065745,US,0.3058823529411765,0.18181818181818182,Pablo Ruiz Fabo,FR
https://openalex.org/A5006779213,54,5,18,2.3466316580271127,0.1680384087791495,US,0.37037037037037035,0.5555555555555556,Ted Underwood,US
https://openalex.org/A5014360834,56,4,16,2.339285404900494,0.13073979591836735,FI,0.23214285714285715,0.30952380952380953,Kimmo Kettunen,FI
https://openalex.org/A5027315622,84,3,17,2.3366701976991693,0.147108843537415,US,0.32142857142857145,0.208955223880597,Xavier Granier,FR
https://openalex.org/A5075698724,67,4,18,2.3362942216192892,0.1427934952105146,NL,0.26865671641791045,0.4186046511627907,Martijn Wieling,NL
https://openalex.org/A5021291777,95,8,22,2.3253090785696893,0.15833795013850413,FI,0.3157894736842105,0.5373134328358209,Jouni Tuominen,FI
https://openalex.org/A5081359539,96,3,25,2.322442587013806,0.19856770833333334,US,0.40625,0.26582278481012656,Adam Gibson,GB
https://openalex.org/A5000357955,130,4,22,2.310173399606029,0.17171597633136093,US,0.34615384615384615,0.40816326530612246,Massimiliano Corsini,IT
https://openalex.org/A5010108427,75,3,14,2.305837900908591,0.14204444444444445,US,0.30666666666666664,0.38,Melina Jander,DE
https://openalex.org/A5037074903,75,3,14,2.305837900908591,0.14204444444444445,US,0.30666666666666664,0.38,Gabriela Rotari,DE
https://openalex.org/A5022095958,382,12,27,2.301591879809349,0.18209478906828214,US,0.3769633507853403,0.18691588785046728,Jacques Savoy,CH
https://openalex.org/A5065474822,36,4,16,2.2961789650993447,0.16666666666666666,US,0.3611111111111111,0.40625,Richard Furuta,US
https://openalex.org/A5018362446,127,6,24,2.291031577792983,0.21681443362886726,US,0.4409448818897638,0.20689655172413793,Kristoffer Laigaard Nielbo,DK
https://openalex.org/A5061887705,82,6,17,2.290029895223544,0.14693634741225464,US,0.2804878048780488,0.45161290322580644,Karina van Dalen-Oskam,NL
https://openalex.org/A5010723046,63,6,14,2.289439305248478,0.12320483749055176,US,0.20634920634920634,0.4772727272727273,Mikko Koho,FI
https://openalex.org/A5064977687,106,3,24,2.2885630700255244,0.18387326450694197,US,0.36792452830188677,0.26666666666666666,Federico Nanni,DE;IT
https://openalex.org/A5001336086,47,3,16,2.285320407678637,0.14712539610683567,GB,0.2765957446808511,0.25806451612903225,Hugh Craig,AU
https://openalex.org/A5053696616,66,3,19,2.2834855230231788,0.1937557392102847,US,0.4090909090909091,0.06666666666666667,Matthias Arnold,DE
https://openalex.org/A5040950818,71,7,18,2.2783563626685464,0.15969053759174767,US,0.323943661971831,0.41818181818181815,James O’Sullivan,IE
https://openalex.org/A5029303588,27,3,12,2.274742820856893,0.12208504801097393,US,0.2222222222222222,0.22727272727272727,Paul Eggert,US
